,Unnamed: 0,$distance,address,address_extended,category_ids,category_labels,country,email,factual_id,fax,hours,hours_display,latitude,locality,longitude,name,neighborhood,po_box,postcode,region,tel,website
409,409,3928.6147,1848 S Pulaski Rd,,[9],"[[Automotive, Maintenance and Repair]]",us,,32646540-3aec-4c98-9688-4e3221d427d6,(956) 787-6811,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'sunday': [[u'10:00', u'15:00']], u'saturday': [[u'8:00', u'18:00']]}",Mon-Sat 8:00 AM-6:00 PM; Sun 10:00 AM-3:00 PM,41.855485,Chicago,-87.725093,Texas Auto Glass,"[Lawndale, West and Near West Side]",,60623,IL,(773) 277-8844,http://autoglassrepairchicago.com
410,410,4157.977,4378 W 26th St,,[9],"[[Automotive, Maintenance and Repair]]",us,info@autovalue.com,05de2e0b-6786-4634-a798-fdd6e1c2fca3,,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']], u'sunday': [[u'8:00', u'17:00']], u'saturday': [[u'8:00', u'17:00']]}",Open Daily 8:00 AM-5:00 PM,41.844282,Chicago,-87.733959,Darrus Automotive,[Crawford],,60623,IL,(773) 522-2486,http://darrusauto.com/
411,411,9719.53,2271 N Clybourn Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,37b05400-7c35-40f8-9afc-dd952b410374,,"{u'monday': [[u'7:30', u'19:00']], u'tuesday': [[u'7:30', u'19:00']], u'friday': [[u'7:30', u'19:00']], u'wednesday': [[u'7:30', u'19:00']], u'thursday': [[u'7:30', u'19:00']], u'sunday': [[u'8:00', u'18:00']], u'saturday': [[u'7:30', u'19:00']]}",Mon-Sat 7:30 AM-7:00 PM; Sun 8:00 AM-6:00 PM,41.923232,Chicago,-87.666332,Auto Spa,"[North Side, West Lakeview, Depaul]",,60614,IL,(773) 935-4100,http://www.autospachicago.com/
412,412,4342.7427,4418 W Ogden Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,38c8b113-d5e1-48ce-bd37-3767ab173b68,(773) 762-6630,"{u'monday': [[u'7:30', u'16:30']], u'tuesday': [[u'7:30', u'16:30']], u'friday': [[u'7:30', u'16:30']], u'wednesday': [[u'7:30', u'16:30']], u'thursday': [[u'7:30', u'16:30']], u'saturday': [[u'7:30', u'11:00']]}",Mon-Fri 7:30 AM-4:30 PM; Sat 7:30 AM-11:00 AM,41.847611,Chicago,-87.735169,Standard Generator Service,"[Crawford, West and Near West Side]",,60623,IL,(773) 762-6268,http://acdelcoau.to/9sas
413,413,1581.4082,3025 W 26th St,,[6],"[[Automotive, Car Parts and Accessories]]",us,info@bumpertobumper.com,7804fe01-4250-41b0-b23e-494db02da01c,(773) 247-0661,"{u'monday': [[u'8:00', u'20:00']], u'tuesday': [[u'8:00', u'20:00']], u'friday': [[u'8:00', u'20:00']], u'wednesday': [[u'8:00', u'20:00']], u'thursday': [[u'8:00', u'20:00']], u'sunday': [[u'8:00', u'15:00']], u'saturday': [[u'8:00', u'19:30']]}",Mon-Fri 8:00 AM-8:00 PM; Sat 8:00 AM-7:30 PM; Sun 8:00 AM-3:00 PM,41.844457,Chicago,-87.700929,Laredo Auto Parts,"[West and Near West Side, South Lawndale, Bohemian California]",,60623,IL,(773) 247-2818,http://www.laredoautoparts.com/
414,414,1049.0967,2505 S Western Ave,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,,0b786c63-5693-41ce-bfba-1c4bce39a88f,,,,41.846331,Chicago,-87.685298,J & F Motors,"[Tri-taylor, West and Near West Side]",,60608,IL,(773) 247-2478,
415,415,7611.2056,6301 S Kostner Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,japastor7@yahoo.com,28eeebfd-5227-40d5-a1b2-623826889dfa,,,,41.778368,Chicago,-87.73235,Jacob's Auto Repair,"[West Lawn, South West Side]",,60629,IL,(773) 884-0500,
416,416,5369.3887,4440 W Roosevelt Rd,Ste 1,[9],"[[Automotive, Maintenance and Repair]]",us,classicautoglass1@att.net,5f86da3b-95d6-4b45-ace3-f331ab54b58c,(312) 666-7941,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-4:00 PM,41.866,Chicago,-87.736491,Classic Auto Glass,[West and Near West Side],,60624,IL,(773) 826-4440,http://www.classicautoglass1.com
417,417,2445.6094,2100 S Ashland Ave,,[10],"[[Automotive, Maintenance and Repair, Oil and Lube]]",us,ashland@teloloapanmuffler.com,1432d5fb-9c68-4b43-ba47-ad91cbbf412b,(856) 809-1009,"{u'monday': [[u'00:00', u'19:00']], u'tuesday': [[u'00:00', u'19:00']], u'friday': [[u'00:00', u'19:00']], u'wednesday': [[u'00:00', u'19:00']], u'thursday': [[u'00:00', u'19:00']], u'sunday': [[u'20:30', u'23:59']], u'saturday': [[u'00:00', u'19:00']]}",Mon-Sat 12:00 AM-7:00 PM; Sun 8:30 PM-11:59 PM,41.854033,Chicago,-87.666232,Teloloapan Muffler & Brakes II,"[Pilsen, Lower West Side, West and Near West Side]",,60608,IL,(312) 243-9090,http://www.teloloapanmuffler.com
418,418,5264.334,1042 W Jackson Blvd,,[14],"[[Automotive, Motorcycles, Mopeds and Scooters]]",us,,b7b38f8e-988a-4483-a58e-7e6d70a8fdd3,,"{u'saturday': [[u'9:00', u'16:00']]}",Sat 9:00 AM-4:00 PM,41.878162,Chicago,-87.653575,Ace Motorcycle & Scooter Company,"[Greektown, West and Near West Side, West Loop]",,60607,IL,(312) 432-0955,http://www.acemotorcycleandscooter.com
419,419,10897.615,2844 N Kedzie Ave,,"[10, 12]","[[Automotive, Maintenance and Repair, Oil and Lube], [Automotive, Maintenance and Repair, Tires]]",us,ticosautorepairchicago@gmail.com,272af455-f832-4e22-bde8-6daa118b13b9,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'15:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-3:00 PM,41.933424,Chicago,-87.707586,Tico's Auto Repair,"[North Side, Avondale]",,60618,IL,(773) 235-3323,http://www.TicosAutoRepairChicago.com
420,420,2313.7585,4242 S Western Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,mari.gallardo76@gmail.com,fb675c86-8485-4aa3-bb18-b416561300d8,,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 9:00 AM-6:00 PM; Sat 8:00 AM-4:00 PM,41.816097,Chicago,-87.684841,Universal Auto Glass and Tinting,,,60609,IL,(773) 940-2277,http://clicks.superpages.com/ct/clickThrough?SRC=&target=SP&PN=1&FP=profile&PGID=yp607.8081.1447348128318.152979883777&ALG=113&TS=nbt&OF=1&ACTION=log
421,421,2823.7212,930 W 31st St,,[9],"[[Automotive, Maintenance and Repair]]",us,rich@bridgeporttrans.com,2fccad9a-0929-4d01-95e3-1d8690a6edd8,(312) 842-1723,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'13:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-1:00 PM,41.838047,Chicago,-87.650703,Bridgeport Transmission,"[Lower West Side, West and Near West Side, Bridgeport]",,60608,IL,(312) 842-1887,http://www.bridgeporttrans.com/
422,422,2516.6582,4041 S Kedzie Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,,d2c603fa-1cd4-48bc-81a5-60a09b7bc33f,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'18:00']]}",Mon-Sat 8:00 AM-6:00 PM,41.819525,Chicago,-87.704209,Tenorio Tire Shop,"[Corwith, South West Side]",,60632,IL,(773) 376-5707,http://www.tenoriotireshop.com/
423,423,11976.174,3449 N Western Ave,# 49,[9],"[[Automotive, Maintenance and Repair]]",us,bob@soundzgoodchicago.com,01f616fb-a826-4e4c-81ac-1ebc2a192412,(718) 392-3325,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']], u'saturday': [[u'9:00', u'18:00']]}",Mon-Sat 9:00 AM-6:00 PM,41.944583,Chicago,-87.687942,Soundz Good,"[North Side, Bricktown, North Centre]",,60618,IL,(773) 871-8600,http://www.soundzgoodchicago.com
424,424,11501.413,3215 N California Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,0036bbe0-10f7-449d-b79f-4dd5bd733fae,(870) 297-3353,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'14:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-2:00 PM,41.939897,Chicago,-87.697592,California Auto Clinic,"[Avondale, North Side]",,60618,IL,(773) 478-8206,http://acdelcoau.to/N5U5
425,425,10113.399,3554 W Fullerton Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,,081816c6-29b9-41f7-aee1-63e46d019e42,,"{u'monday': [[u'8:00', u'20:00']], u'tuesday': [[u'8:00', u'20:00']], u'friday': [[u'8:00', u'20:00']], u'wednesday': [[u'8:00', u'20:00']], u'thursday': [[u'8:00', u'20:00']], u'saturday': [[u'8:00', u'20:00']]}",Mon-Sat 8:00 AM-8:00 PM,41.924738,Chicago,-87.716469,R V Tire Shop,"[North Side, Logan Square]",,60647,IL,(773) 862-9294,http://www.rvtireshop.com
426,426,2838.1272,1700 S Ashland Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,fd3720ee-92fb-4045-a375-b0cc1d0d5a86,(719) 793-1165,"{u'monday': [[u'8:00', u'20:00']], u'tuesday': [[u'8:00', u'20:00']], u'friday': [[u'8:00', u'20:00']], u'wednesday': [[u'8:00', u'20:00']], u'thursday': [[u'8:00', u'20:00']], u'sunday': [[u'8:00', u'17:00']], u'saturday': [[u'8:00', u'20:00']]}",Mon-Sat 8:00 AM-8:00 PM; Sun 8:00 AM-5:00 PM,41.858619,Chicago,-87.666744,Speed Hand Car Wash,"[Pilsen, West and Near West Side, Lower West Side]",P.O. Box 8233,60608,IL,(312) 733-2503,
427,427,2855.934,936 W 31st St,,[9],"[[Automotive, Maintenance and Repair]]",us,,4aea15c4-7312-4621-a7db-230bcee110a5,,"{u'monday': [[u'7:00', u'18:00']], u'tuesday': [[u'7:00', u'18:00']], u'friday': [[u'7:00', u'18:00']], u'wednesday': [[u'7:00', u'18:00']], u'thursday': [[u'7:00', u'18:00']], u'saturday': [[u'7:00', u'15:00']]}",Mon-Fri 7:00 AM-6:00 PM; Sat 7:00 AM-3:00 PM,41.8381,Chicago,-87.650317,Alex Auto Repair,"[Bridgeport, Lower West Side, West and Near West Side]",,60608,IL,(312) 225-4080,
428,428,3361.91,3631 S Halsted St,,"[13, 10]","[[Automotive, Maintenance and Repair, Transmissions], [Automotive, Maintenance and Repair, Oil and Lube]]",us,gombotz@aol.com,115ce612-8300-40af-bece-96186c1af173,,"{u'monday': [[u'7:30', u'17:30']], u'tuesday': [[u'7:30', u'17:30']], u'friday': [[u'7:30', u'17:30']], u'wednesday': [[u'7:30', u'17:30']], u'thursday': [[u'7:30', u'17:30']], u'saturday': [[u'8:00', u'13:00']]}",Mon-Fri 7:30 AM-5:30 PM; Sat 8:00 AM-1:00 PM,41.828271,Chicago,-87.645865,City Wide Transmission,[Bridgeport],,60609,IL,(773) 254-1633,http://www.citywideautorepairchicago.com
429,429,5659.043,5119 W Ogden Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,0e428481-cc68-44d7-b351-5e8a9ca6b0fa,(708) 222-8758,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-5:00 PM,41.84101,Cicero,-87.752841,Contempo Auto,[Clyde],,60804,IL,(708) 222-8572,
430,430,11014.185,6800 W 63rd St,,[9],"[[Automotive, Maintenance and Repair]]",us,,31a5af45-c435-46ec-863b-224ecc76bcd7,,"{u'monday': [[u'6:00', u'18:00']], u'tuesday': [[u'6:00', u'18:00']], u'friday': [[u'6:00', u'18:00']], u'wednesday': [[u'6:00', u'18:00']], u'thursday': [[u'6:00', u'18:00']], u'saturday': [[u'6:00', u'12:00']]}",Mon-Fri 6:00 AM-6:00 PM; Sat 6:00 AM-12:00 PM,41.777663,Chicago,-87.791253,C & R Tire & Automotive Center,[South West Side],,60638,IL,(773) 229-0165,
431,431,3135.16,4456 S Ashland Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,autoswift@aol.com,686d223a-170c-4543-a4ca-3fb99e842d3c,(503) 227-6518,,,41.81272,Chicago,-87.665304,Firestone Complete Auto Care,"[South West Side, Back of the Yards, Whiskey Point]",,60609,IL,(773) 890-4300,http://www.firestonecompleteautocare.com/
432,432,3468.5498,1001 W Exchange Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,sales@midwest-truck-sales.com,45295787-b81d-48bc-9ca3-991918d48eb1,(317) 322-0332,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-5:00 PM,41.818385,Chicago,-87.651068,Midwest Truck & Auto Parts,[South West Side],,60609,IL,(773) 247-3400,http://midwesttruck.com
433,433,6857.6597,3543 W 63rd St,,[9],"[[Automotive, Maintenance and Repair]]",us,,82d12d58-4539-4380-9831-e5f575ffd42e,,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']], u'saturday': [[u'9:00', u'12:00']]}",Mon-Fri 9:00 AM-6:00 PM; Sat 9:00 AM-12:00 PM,41.778639,Chicago,-87.71187,America Auto Repair,[West Lawn],,60629,IL,(773) 471-9799,
434,434,960.1199,3601 S Western Blvd,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,info@bbbnh.org,3f7d8c46-890d-4c17-9db4-e0e2174dabe2,(907) 896-5022,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']], u'saturday': [[u'8:00', u'14:00']]}",Mon-Fri 8:00 AM-5:00 PM; Sat 8:00 AM-2:00 PM,41.82828,Chicago,-87.684208,Kirk Tire Sales Co.,"[Ducktown, South West Side]",,60609,IL,(773) 927-1311,http://kirktire.com
435,435,5897.206,5921 S Ashland Ave,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,,7926484f-ba2e-4807-a1f3-f27794f83aac,,,,41.786125,Chicago,-87.664226,Ft Motors,"[West Englewood, South West Side]",,60636,IL,(773) 737-5581,
436,436,5446.9688,228 N Washtenaw Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,daadf272-428e-452a-9e37-8c7e9b719818,,"{u'monday': [[u'9:00', u'19:00']], u'tuesday': [[u'9:00', u'19:00']], u'friday': [[u'9:00', u'19:00']], u'wednesday': [[u'9:00', u'19:00']], u'thursday': [[u'9:00', u'19:00']], u'saturday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-7:00 PM; Sat 9:00 AM-5:00 PM,41.885387,Chicago,-87.694161,New Star Auto Body & Repair,"[Maplewood Courts, West and Near West Side]",,60612,IL,(773) 533-7222,
437,437,11335.449,3863 W Columbus Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,info@southwestspring.com,65104ef6-b689-4db4-8daa-f6631ea8992c,(214) 828-8088,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-5:00 PM,41.738041,Chicago,-87.718096,Southwest Spring,"[Scottsdale, Clarkdale]",,60652,IL,(773) 767-5100,http://www.spring-align.com/
438,438,3057.9138,1050 W Pershing Rd,Ste 1,[4],"[[Automotive, Car Dealers and Leasing]]",us,,6f421ce5-cbb4-42d0-97ae-d2f7023bce18,,"{u'monday': [[u'6:00', u'23:30']], u'tuesday': [[u'6:00', u'23:30']], u'friday': [[u'6:00', u'23:30']], u'wednesday': [[u'6:00', u'23:30']], u'thursday': [[u'6:00', u'23:30']], u'saturday': [[u'8:00', u'16:30']]}",Mon-Fri 6:00 AM-11:30 PM; Sat 8:00 AM-4:30 PM,41.82376,Chicago,-87.652335,Ryder Truck Rental and Leasing,[South West Side],,60609,IL,(773) 523-5555,http://www.ryder.com
439,439,3155.6377,1170 W Cullerton St,,[9],"[[Automotive, Maintenance and Repair]]",us,,70449e8a-022f-408b-89b3-4f7343001429,,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']], u'saturday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-6:00 PM; Sat 9:00 AM-5:00 PM,41.855297,Chicago,-87.65574,Sanchez Auto Service,"[Pilsen, West and Near West Side]",,60608,IL,(312) 243-8920,
440,440,5663.0967,4348 W 51st St,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,,731036b0-1e18-012f-0643-0030487f54d8,,"{u'monday': [[u'9:00', u'19:00']], u'tuesday': [[u'9:00', u'19:00']], u'friday': [[u'9:00', u'19:00']], u'wednesday': [[u'9:00', u'19:00']], u'thursday': [[u'9:00', u'19:00']], u'saturday': [[u'9:00', u'18:00']]}",Mon-Fri 9:00 AM-7:00 PM; Sat 9:00 AM-6:00 PM,41.800604,Chicago,-87.732685,Premier Tire Shop,"[South West Side, West Elsdon]",,60632,IL,(773) 735-4760,
441,441,6336.9087,5344 S Archer Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,piezaauto@sbcglobal.net,c2cb13ea-3fe0-4f11-bf5a-08768db3c8dd,(773) 735-9266,"{u'monday': [[u'7:00', u'18:00']], u'tuesday': [[u'7:00', u'18:00']], u'friday': [[u'7:00', u'18:00']], u'wednesday': [[u'7:00', u'18:00']], u'thursday': [[u'7:00', u'18:00']], u'sunday': [[u'7:00', u'15:00']], u'saturday': [[u'7:00', u'17:00']]}",Mon-Fri 7:00 AM-6:00 PM; Sat 7:00 AM-5:00 PM; Sun 7:00 AM-3:00 PM,41.799036,Chicago,-87.741897,Pieza Automotive,"[Garfield Ridge, South West Side]",,60632,IL,(773) 735-1772,http://www.piezaauto.com/
442,442,3358.7366,4757 S Western Blvd,,[9],"[[Automotive, Maintenance and Repair]]",us,,0de94497-179a-4cf2-b56d-ef4d2f7db094,(201) 451-4862,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']]}",Mon-Fri 9:00 AM-6:00 PM,41.80672,Chicago,-87.683249,Art's Radiator Shop,[South West Side],,60609,IL,(773) 247-2663,
443,443,5594.3145,2520 W 59th St,,[9],"[[Automotive, Maintenance and Repair]]",us,,541556ee-1ebc-414c-b727-a24fd1beff8a,(773) 434-5524,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'15:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-3:00 PM,41.786625,Chicago,-87.687115,Omar's Auto Repair,[South West Side],,60629,IL,(773) 434-5523,http://acdelcoau.to/LZqK
444,444,3732.1409,2158 S Pulaski Rd,,"[10, 13]","[[Automotive, Maintenance and Repair, Oil and Lube], [Automotive, Maintenance and Repair, Transmissions]]",us,kingomar92@yahoo.com,852c4ca8-d40b-4a92-a412-2f762872aac5,(773) 522-4616,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM,41.852068,Chicago,-87.724948,Interstate Auto,"[North Lawndale, Crawford, West and Near West Side]",,60623,IL,(773) 522-0122,http://www.interstateautocenters.com
445,445,10563.434,2158 N Cicero Ave,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,,e68e9b74-8544-42d5-bd55-72fcf3b3ef01,(325) 726-7034,"{u'monday': [[u'10:00', u'21:00']], u'tuesday': [[u'10:00', u'21:00']], u'friday': [[u'10:00', u'21:00']], u'wednesday': [[u'10:00', u'21:00']], u'thursday': [[u'10:00', u'21:00']], u'saturday': [[u'10:00', u'20:00']]}",Mon-Fri 10:00 AM-9:00 PM; Sat 10:00 AM-8:00 PM,41.920071,Chicago,-87.746421,Car Outlet,,,60639,IL,(773) 889-4126,http://www.caroutlet.com
446,446,11305.411,2550 N Cicero Ave,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,info@paragonautorental.com,02635d4b-edfb-4f57-b0f4-57f1322e0ccc,(760) 744-1073,"{u'monday': [[u'8:30', u'19:00']], u'tuesday': [[u'8:30', u'19:00']], u'friday': [[u'8:30', u'19:00']], u'wednesday': [[u'8:30', u'19:00']], u'thursday': [[u'8:30', u'19:00']], u'sunday': [[u'8:30', u'14:00']], u'saturday': [[u'8:30', u'17:00']]}",Mon-Fri 8:30 AM-7:00 PM; Sat 8:30 AM-5:00 PM; Sun 8:30 AM-2:00 PM,41.927531,Chicago,-87.746656,Paragon Auto Leasing Co.,[Kelvyn Grove],,60639,IL,(773) 622-7660,http://www.paragonautorental.com
447,447,3948.3708,2550 W Lexington St,,[9],"[[Automotive, Maintenance and Repair]]",us,jobs@chicagotaxico.com,27e6d6ea-c0b5-4196-84bb-5417766e9846,,,,41.872154,Chicago,-87.690506,Chicago Taxi Medallion Management,[West and Near West Side],,60612,IL,(773) 666-1100,
448,448,2276.0996,2256 S Kedzie Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,57afbeae-f55b-45f3-abb8-1fd08191ed6f,(915) 542-1188,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'sunday': [[u'8:00', u'14:00']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-4:00 PM; Sun 8:00 AM-2:00 PM,41.850444,Chicago,-87.705361,Corral Auto Service,"[South Lawndale, North Lawndale, West and Near West Side]",,60623,IL,(773) 762-5558,
449,449,3943.5908,3310 W Roosevelt Rd,,[6],"[[Automotive, Car Parts and Accessories]]",us,,1ae3b52f-60ca-4d25-be60-1cadbf96323f,,,Mon-Sat 7:30 AM-10:00 PM; Sun 9:00 AM-8:00 PM,41.867548,Chicago,-87.708724,O'Reilly Auto Parts,[West and Near West Side],,60624,IL,(773) 265-1960,http://www.oreillyauto.com/
450,450,1733.5769,3201 S Ashland Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,autobumper@att.net,d04181cb-e39c-47f6-9016-a4ffd093dbc6,,,Mon-Sat 7:30 AM-10:00 PM; Sun 9:00 AM-8:00 PM,41.835293,Chicago,-87.66394,O'Reilly Auto Parts,[Mount Pleasant],,60608,IL,(773) 247-6683,http://www.oreillyauto.com/
451,451,10138.158,7459 S State Rd,,[7],"[[Automotive, Car Wash and Detail]]",us,,2f204d72-d9ad-4406-921c-f5acadad4da0,,,,41.757561,Bedford Park,-87.745,Fullers Car Wash,[West Lawn],,60638,IL,(708) 728-1007,http://www.fullerscarwash.com/
452,452,4888.434,3401 S Cicero Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,,7241531a-918e-42fb-b4e6-1527c4d7daed,,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']]}",Mon-Fri 7:00 AM-7:00 PM,41.831497,Cicero,-87.743309,Lopez Tire Service,,,60804,IL,(708) 780-1944,http://www.lopeztrucktires.com/
453,453,4119.9473,4225 W Cermak Rd,,[7],"[[Automotive, Car Wash and Detail]]",us,sdavis@budgetgroup.com,c73a07b4-f30a-45a4-ab9c-994e7e158142,,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'sunday': [[u'8:00', u'14:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Sat 8:00 AM-7:00 PM; Sun 8:00 AM-2:00 PM,41.851261,Chicago,-87.730604,Stanfords Hand Car Wash,"[Crawford, West and Near West Side]",,60623,IL,(773) 521-5544,
454,454,4888.885,2625 S Cicero Ave,Ste D,[6],"[[Automotive, Car Parts and Accessories]]",us,,e5af911e-0a10-4793-bc98-ee9d0d2f3e24,,,Mon-Sat 7:30 AM-11:59 PM; Sun 9:00 AM-8:00 PM,41.842255,Cicero,-87.743329,O'Reilly Auto Parts,"[Crawford, South Lawndale]",,60804,IL,(708) 780-6026,http://www.oreillyauto.com/
455,455,1064.5555,2500 S Western Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,,08e734af-1e2a-434e-8065-aee5ff9ede7b,(201) 659-9904,,,41.846451,Chicago,-87.685731,United Driveline,"[West and Near West Side, Bohemian California]",,60608,IL,(773) 579-1100,
